,state_id,time,m_prism_tavg,state_abb
0,01,1981-01-31,3.76094930244994,AL
1,01,1981-02-28,7.761829663645985,AL
2,01,1981-03-31,10.859676922984788,AL
3,01,1981-04-30,19.256653638263277,AL
4,01,1981-05-31,19.449505505421655,AL
5,01,1981-06-30,26.452391490292896,AL
6,01,1981-07-31,27.38211274264954,AL
7,01,1981-08-31,25.532658006452678,AL
8,01,1981-09-30,21.864397852301035,AL
9,01,1981-10-31,16.3980221530869,AL
10,01,1981-11-30,12.32981841652482,AL
11,01,1981-12-31,5.984874579358499,AL
12,01,1982-01-31,5.346420847050221,AL
13,01,1982-02-28,8.642002790522442,AL
14,01,1982-03-31,14.111646682237026,AL
15,01,1982-04-30,15.588384324053125,AL
16,01,1982-05-31,21.997475605215005,AL
17,01,1982-06-30,24.560731408232456,AL
18,01,1982-07-31,26.38880613617218,AL
19,01,1982-08-31,25.71697787569102,AL
20,01,1982-09-30,22.259287697974543,AL
21,01,1982-10-31,17.657058803312882,AL
22,01,1982-11-30,12.722223960266273,AL
23,01,1982-12-31,10.98588758346637,AL
24,01,1983-01-31,5.133438172786395,AL
25,01,1983-02-28,7.774307730871475,AL
26,01,1983-03-31,10.708042784019757,AL
27,01,1983-04-30,14.072442346450988,AL
28,01,1983-05-31,20.261122434163408,AL
29,01,1983-06-30,23.55044024266387,AL
30,01,1983-07-31,26.927513388168613,AL
31,01,1983-08-31,27.33389132681326,AL
32,01,1983-09-30,22.290168328772772,AL
33,01,1983-10-31,17.79187693212688,AL
34,01,1983-11-30,11.603391573330756,AL
35,01,1983-12-31,5.029584169957451,AL
36,01,1984-01-31,4.182931794546594,AL
37,01,1984-02-29,9.100919855227033,AL
38,01,1984-03-31,11.49193289259981,AL
39,01,1984-04-30,15.868044619458482,AL
40,01,1984-05-31,20.31625185080682,AL
41,01,1984-06-30,24.947819292707415,AL
42,01,1984-07-31,25.552339251050313,AL
43,01,1984-08-31,25.1312275005464,AL
44,01,1984-09-30,22.40084475225451,AL
45,01,1984-10-31,20.61750583609177,AL
46,01,1984-11-30,10.810409779866797,AL
47,01,1984-12-31,12.393274935966554,AL
48,01,1985-01-31,2.4651630823413075,AL
49,01,1985-02-28,7.074107737135216,AL
50,01,1985-03-31,14.34975620985279,AL
51,01,1985-04-30,17.616183751099282,AL
52,01,1985-05-31,21.359288850726486,AL
53,01,1985-06-30,25.225099816400817,AL
54,01,1985-07-31,25.761691806843924,AL
55,01,1985-08-31,25.65968816998237,AL
56,01,1985-09-30,22.500960495603987,AL
57,01,1985-10-31,19.779295871548932,AL
58,01,1985-11-30,16.1677633960437,AL
59,01,1985-12-31,4.973408844554338,AL
60,01,1986-01-31,5.700756433968742,AL
61,01,1986-02-28,10.297097193384907,AL
62,01,1986-03-31,12.419651014949716,AL
63,01,1986-04-30,16.887774407636865,AL
64,01,1986-05-31,21.818177236539682,AL
65,01,1986-06-30,25.969014335380727,AL
66,01,1986-07-31,27.84804166831575,AL
67,01,1986-08-31,25.76948865727937,AL
68,01,1986-09-30,24.46091784484278,AL
69,01,1986-10-31,17.96652885778297,AL
70,01,1986-11-30,14.541783651058477,AL
71,01,1986-12-31,7.546651802107608,AL
72,01,1987-01-31,5.586157711869315,AL
73,01,1987-02-28,8.38965370435814,AL
74,01,1987-03-31,12.8348893071595,AL
75,01,1987-04-30,15.186014588442726,AL
76,01,1987-05-31,22.926924264997115,AL
77,01,1987-06-30,25.03214690197419,AL
78,01,1987-07-31,26.679857927963983,AL
79,01,1987-08-31,27.45010670373,AL
80,01,1987-09-30,23.04871269489875,AL
81,01,1987-10-31,14.057356784520557,AL
82,01,1987-11-30,13.096780760804302,AL
83,01,1987-12-31,9.696466727643884,AL
84,01,1988-01-31,4.2779329913636195,AL
85,01,1988-02-29,6.698132662874374,AL
86,01,1988-03-31,11.964658787820786,AL
87,01,1988-04-30,16.944675064990903,AL
88,01,1988-05-31,20.111855908952332,AL
